area,base_kv,bus_i,bus_type,index,name,source_id,state,va,vm,vmax,vmin,xcoord_1,ycoord_1,zone
15,110.0,1470,1,1470,bus_5064,bus,5,-0.17338589924159048,1.0582161250529274,1.1,0.9,2492.0,-5528.0,1
15,110.0,1470,1,1470,bus_5064,1470,5,-0.17338589924159048,1.0582161250529274,1.1,0.9,2492.0,-5528.0,1
7,66.0,1377,1,1377,bus_2260,bus,2,-0.3445055596501761,1.0497066299904514,1.1,0.9,1368.0,-4310.0,1
7,66.0,1377,1,1377,bus_2260,1377,2,-0.3445055596501761,1.0497066299904514,1.1,0.9,1368.0,-4310.0,1
8,11.0,228,1,228,bus_3448,bus,3,-0.5173020080575416,1.005618625428871,1.1,0.9,-1367.0,7466.0,1
8,11.0,228,1,228,bus_3448,228,3,-0.5173020080575416,1.005618625428871,1.1,0.9,-1367.0,7466.0,1
2,23.0,332,1,332,bus_1005,bus,1,0.13331647702559238,0.9657583944729987,1.1,0.9,662.0,546.0,1
2,23.0,332,1,332,bus_1005,332,1,0.13331647702559238,0.9657583944729987,1.1,0.9,662.0,546.0,1
2,11.0,190,1,190,bus_1653,bus,1,-0.3481659006010289,1.053443350355622,1.1,0.9,3.0,451.0,1
2,11.0,190,1,190,bus_1653,190,1,-0.3481659006010289,1.053443350355622,1.1,0.9,3.0,451.0,1
14,33.0,227,1,227,bus_4394,bus,4,0.26231213674790926,1.056360156557935,1.1,0.9,-882.0,-2787.0,1
14,33.0,227,1,227,bus_4394,227,4,0.26231213674790926,1.056360156557935,1.1,0.9,-882.0,-2787.0,1
6,220.0,980,1,980,bus_2171,bus,2,-0.43262260468570896,1.0319063441111942,1.1,0.9,782.0,-3231.0,1
6,220.0,980,1,980,bus_2171,980,2,-0.43262260468570896,1.0319063441111942,1.1,0.9,782.0,-3231.0,1
5,220.0,1935,1,1935,starbus_xf_2077_2205_2347_1,bus,2,-0.24997931967834294,0.9954329258483137,1.1,0.9,-399.0,-3284.0,1
5,220.0,1935,1,1935,starbus_xf_2077_2205_2347_1,1935,2,-0.24997931967834294,0.9954329258483137,1.1,0.9,-399.0,-3284.0,1
6,220.0,1894,1,1894,bus_2145,bus,2,-0.24061856470367618,1.0736215324464824,1.1,0.9,476.0,-2743.0,1
6,220.0,1894,1,1894,bus_2145,1894,2,-0.24061856470367618,1.0736215324464824,1.1,0.9,476.0,-2743.0,1
4,330.0,1305,1,1305,starbus_xf_2191_2027_2028_3,bus,2,0.03881137972955039,0.9952041254178184,1.1,0.9,759.0,-1979.0,1
4,330.0,1305,1,1305,starbus_xf_2191_2027_2028_3,1305,2,0.03881137972955039,0.9952041254178184,1.1,0.9,759.0,-1979.0,1
15,1.0,1880,2,1880,bus_5045,bus,5,0.23148416227233248,1.1000000091129511,1.1,0.9,2845.0,-5746.0,1
15,1.0,1880,2,1880,bus_5045,1880,5,0.23148416227233248,1.1000000091129511,1.1,0.9,2845.0,-5746.0,1
14,132.0,297,1,297,starbus_xf_4220_4074_4498_3,bus,4,0.3435326738081234,1.0585215010789335,1.1,0.9,-911.0,-2853.0,1
14,132.0,297,1,297,starbus_xf_4220_4074_4498_3,297,4,0.3435326738081234,1.0585215010789335,1.1,0.9,-911.0,-2853.0,1
9,132.0,605,2,605,bus_3279,bus,3,-0.06288611335256204,1.0659398713027595,1.1,0.9,1069.0,4242.0,1
9,132.0,605,2,605,bus_3279,605,3,-0.06288611335256204,1.0659398713027595,1.1,0.9,1069.0,4242.0,1
14,66.0,1106,1,1106,bus_4273,bus,4,1.0021150508516676,1.0186033177045672,1.1,0.9,-2347.0,-3142.0,1
14,66.0,1106,1,1106,bus_4273,1106,4,1.0021150508516676,1.0186033177045672,1.1,0.9,-2347.0,-3142.0,1
11,11.0,24,1,24,bus_3124,bus,3,-0.4165081564023183,1.045968391712119,1.1,0.9,-874.0,2374.0,1
11,11.0,24,1,24,bus_3124,24,3,-0.4165081564023183,1.045968391712119,1.1,0.9,-874.0,2374.0,1
11,110.0,1783,1,1783,bus_3504,bus,3,-0.3255137120306017,1.0462500904038095,1.1,0.9,21.0,2780.0,1
11,110.0,1783,1,1783,bus_3504,1783,3,-0.3255137120306017,1.0462500904038095,1.1,0.9,21.0,2780.0,1
12,0.6899999999999998,928,1,928,bus_4023,bus,4,1.1799395348207653,1.004227997961177,1.1,0.9,-3049.0,-1272.0,1
12,0.6899999999999998,928,1,928,bus_4023,928,4,1.1799395348207653,1.004227997961177,1.1,0.9,-3049.0,-1272.0,1
14,66.0,204,1,204,bus_4261,bus,4,0.9749228198544762,1.0449602915231289,1.1,0.9,-1550.0,-3288.0,1
14,66.0,204,1,204,bus_4261,204,4,0.9749228198544762,1.0449602915231289,1.1,0.9,-1550.0,-3288.0,1
9,275.0,416,1,416,bus_3604,bus,3,-0.017636589025987776,1.0720741302873895,1.1,0.9,-580.0,4673.0,1
9,275.0,416,1,416,bus_3604,416,3,-0.017636589025987776,1.0720741302873895,1.1,0.9,-580.0,4673.0,1
14,11.0,23,1,23,bus_4467,bus,4,0.9314068546626756,1.0229433629142866,1.1,0.9,-1686.0,-3006.0,1
14,11.0,23,1,23,bus_4467,23,4,0.9314068546626756,1.0229433629142866,1.1,0.9,-1686.0,-3006.0,1
9,132.0,160,1,160,bus_3184,bus,3,0.02081215878471473,1.0685520585292911,1.1,0.9,-982.0,4608.0,1
9,132.0,160,1,160,bus_3184,160,3,0.02081215878471473,1.0685520585292911,1.1,0.9,-982.0,4608.0,1
9,110.0,561,1,561,bus_3017,bus,3,-0.3260726260658006,1.048103357981525,1.1,0.9,-242.0,4092.0,1
9,110.0,561,1,561,bus_3017,561,3,-0.3260726260658006,1.048103357981525,1.1,0.9,-242.0,4092.0,1
2,132.0,859,1,859,bus_1201,bus,1,-0.17115583288001335,1.0670323508868316,1.1,0.9,1053.0,1146.0,1
2,132.0,859,1,859,bus_1201,859,1,-0.17115583288001335,1.0670323508868316,1.1,0.9,1053.0,1146.0,1
15,11.0,1825,1,1825,bus_5202,bus,5,-0.17773893851206218,1.0399313826453287,1.1,0.9,1741.0,-6397.0,1
15,11.0,1825,1,1825,bus_5202,1825,5,-0.17773893851206218,1.0399313826453287,1.1,0.9,1741.0,-6397.0,1
1,66.0,1863,1,1863,bus_1572,bus,1,-0.13812334353198957,1.0767856010868533,1.1,0.9,2213.0,2386.0,1
1,66.0,1863,1,1863,bus_1572,1863,1,-0.13812334353198957,1.0767856010868533,1.1,0.9,2213.0,2386.0,1
15,110.0,1941,1,1941,bus_5080,bus,5,-0.057153770407643564,1.0474235580439655,1.1,0.9,2033.0,-6112.0,1
15,110.0,1941,1,1941,bus_5080,1941,5,-0.057153770407643564,1.0474235580439655,1.1,0.9,2033.0,-6112.0,1
14,66.0,891,1,891,bus_4300,bus,4,0.970992885212525,1.0444535829960078,1.1,0.9,-1720.0,-2576.0,1
14,66.0,891,1,891,bus_4300,891,4,0.970992885212525,1.0444535829960078,1.1,0.9,-1720.0,-2576.0,1
13,11.0,1879,1,1879,bus_4477,bus,4,0.9266323936488243,1.0513660925174404,1.1,0.9,-1971.0,-2187.0,1
13,11.0,1879,1,1879,bus_4477,1879,4,0.9266323936488243,1.0513660925174404,1.1,0.9,-1971.0,-2187.0,1
15,110.0,815,1,815,bus_5068,bus,5,-0.13516347756873417,1.0414933291409048,1.1,0.9,1183.0,-5832.0,1
15,110.0,815,1,815,bus_5068,815,5,-0.13516347756873417,1.0414933291409048,1.1,0.9,1183.0,-5832.0,1
9,66.0,981,1,981,bus_3122,bus,3,-0.1035647126615954,1.0762895414593603,1.1,0.9,-835.0,5018.0,1
9,66.0,981,1,981,bus_3122,981,3,-0.1035647126615954,1.0762895414593603,1.1,0.9,-835.0,5018.0,1
12,132.0,253,1,253,bus_4171,bus,4,0.9976959698073836,1.028262203181441,1.1,0.9,-2650.0,-1357.0,1
12,132.0,253,1,253,bus_4171,253,4,0.9976959698073836,1.028262203181441,1.1,0.9,-2650.0,-1357.0,1
6,220.0,916,1,916,starbus_xf_2145_2243_2306_3,bus,2,-0.3088160842498759,1.0105068020310408,1.1,0.9,343.0,-3026.0,1
6,220.0,916,1,916,starbus_xf_2145_2243_2306_3,916,2,-0.3088160842498759,1.0105068020310408,1.1,0.9,343.0,-3026.0,1
10,275.0,1282,1,1282,bus_3614,bus,3,-0.06901701155337339,1.07688371479203,1.1,0.9,1395.0,4111.0,1
10,275.0,1282,1,1282,bus_3614,1282,3,-0.06901701155337339,1.07688371479203,1.1,0.9,1395.0,4111.0,1
11,275.0,1429,1,1429,bus_3546,bus,3,-0.2649832119896265,1.0567417138869781,1.1,0.9,-481.0,2560.0,1
11,275.0,1429,1,1429,bus_3546,1429,3,-0.2649832119896265,1.0567417138869781,1.1,0.9,-481.0,2560.0,1
5,220.0,39,1,39,bus_2179,bus,2,-0.07820535763474876,1.0806756945492382,1.1,0.9,430.0,-2611.0,1
5,220.0,39,1,39,bus_2179,39,2,-0.07820535763474876,1.0806756945492382,1.1,0.9,430.0,-2611.0,1
1,11.0,843,1,843,bus_1612,bus,1,-0.17055621113141553,1.0565794619901951,1.1,0.9,2233.0,2144.0,1
1,11.0,843,1,843,bus_1612,843,1,-0.17055621113141553,1.0565794619901951,1.1,0.9,2233.0,2144.0,1
7,11.0,1588,2,1588,bus_2069,bus,2,-0.33864371543294064,1.0676253716493707,1.1,0.9,1355.0,-4754.0,1
7,11.0,1588,2,1588,bus_2069,1588,2,-0.33864371543294064,1.0676253716493707,1.1,0.9,1355.0,-4754.0,1
15,110.0,112,1,112,bus_5101,bus,5,-0.1170001399030742,1.0271869016938635,1.1,0.9,1515.0,-6409.0,1
15,110.0,112,1,112,bus_5101,112,5,-0.1170001399030742,1.0271869016938635,1.1,0.9,1515.0,-6409.0,1
9,132.0,791,1,791,bus_3542,bus,3,-0.27635548518272546,1.0562992203391615,1.1,0.9,-863.0,4082.0,1
9,132.0,791,1,791,bus_3542,791,3,-0.27635548518272546,1.0562992203391615,1.1,0.9,-863.0,4082.0,1
8,132.0,372,1,372,bus_3516,bus,3,-0.46397696448211684,1.0051966808891655,1.1,0.9,-1236.0,6747.0,1
8,132.0,372,1,372,bus_3516,372,3,-0.46397696448211684,1.0051966808891655,1.1,0.9,-1236.0,6747.0,1
13,66.0,34,1,34,bus_4248,bus,4,0.983084713065989,1.023052143156055,1.1,0.9,-2385.0,-2413.0,1
13,66.0,34,1,34,bus_4248,34,4,0.983084713065989,1.023052143156055,1.1,0.9,-2385.0,-2413.0,1
6,66.0,1918,1,1918,bus_2230,bus,2,-0.45118977374587876,1.0072607088300463,1.1,0.9,308.0,-4195.0,1
6,66.0,1918,1,1918,bus_2230,1918,2,-0.45118977374587876,1.0072607088300463,1.1,0.9,308.0,-4195.0,1
10,132.0,1665,1,1665,bus_3289,bus,3,-0.11315136082287507,1.0721415632517772,1.1,0.9,2003.0,3151.0,1
10,132.0,1665,1,1665,bus_3289,1665,3,-0.11315136082287507,1.0721415632517772,1.1,0.9,2003.0,3151.0,1
15,6.6,137,1,137,bus_5176,bus,5,-0.10289233431750854,1.0143619005773585,1.1,0.9,1927.0,-6405.0,1
15,6.6,137,1,137,bus_5176,137,5,-0.10289233431750854,1.0143619005773585,1.1,0.9,1927.0,-6405.0,1
14,11.0,590,1,590,bus_4445,bus,4,0.978688366675873,0.9948783990841045,1.1,0.9,-2376.0,-3188.0,1
14,11.0,590,1,590,bus_4445,590,4,0.978688366675873,0.9948783990841045,1.1,0.9,-2376.0,-3188.0,1
8,132.0,55,1,55,starbus_xf_3486_3561_3489_3,bus,3,-0.3173164943294993,0.9944273720849907,1.1,0.9,-740.0,6362.0,1
8,132.0,55,1,55,starbus_xf_3486_3561_3489_3,55,3,-0.3173164943294993,0.9944273720849907,1.1,0.9,-740.0,6362.0,1
11,11.0,323,1,323,bus_3361,bus,3,-0.48155673306462365,1.0041982527165227,1.1,0.9,-1100.0,3528.0,1
11,11.0,323,1,323,bus_3361,323,3,-0.48155673306462365,1.0041982527165227,1.1,0.9,-1100.0,3528.0,1
11,110.0,1628,1,1628,starbus_xf_3379_3380_3381_3,bus,3,-0.3405264473209046,1.0679610827774362,1.1,0.9,31.0,2780.0,1
11,110.0,1628,1,1628,starbus_xf_3379_3380_3381_3,1628,3,-0.3405264473209046,1.0679610827774362,1.1,0.9,31.0,2780.0,1
13,66.0,17,1,17,bus_4323,bus,4,0.9742739182362796,1.0700695957190935,1.1,0.9,-1926.0,-2226.0,1
13,66.0,17,1,17,bus_4323,17,4,0.9742739182362796,1.0700695957190935,1.1,0.9,-1926.0,-2226.0,1
2,330.0,243,2,243,bus_1066,bus,1,-0.25983816582967306,1.0480940974120723,1.1,0.9,679.0,322.0,1
2,330.0,243,2,243,bus_1066,243,1,-0.25983816582967306,1.0480940974120723,1.1,0.9,679.0,322.0,1
9,132.0,172,1,172,bus_3217,bus,3,-0.02560363239139693,1.080837605594399,1.1,0.9,616.0,5044.0,1
9,132.0,172,1,172,bus_3217,172,3,-0.02560363239139693,1.080837605594399,1.1,0.9,616.0,5044.0,1
12,11.0,333,1,333,bus_4493,bus,4,0.7598837476165337,1.1000000106460799,1.1,0.9,-3398.0,-1834.0,1
12,11.0,333,1,333,bus_4493,333,4,0.7598837476165337,1.1000000106460799,1.1,0.9,-3398.0,-1834.0,1
2,330.0,363,1,363,bus_1155,bus,1,-0.09901860515804009,1.0468755876733495,1.1,0.9,368.0,-101.0,1
2,330.0,363,1,363,bus_1155,363,1,-0.09901860515804009,1.0468755876733495,1.1,0.9,368.0,-101.0,1
9,275.0,1296,1,1296,bus_3556,bus,3,-0.24575596783027517,1.079946144841311,1.1,0.9,-353.0,3865.0,1
9,275.0,1296,1,1296,bus_3556,1296,3,-0.24575596783027517,1.079946144841311,1.1,0.9,-353.0,3865.0,1
2,132.0,1721,1,1721,bus_1454,bus,1,-0.06394772473695619,1.0347145566850813,1.1,0.9,1758.0,1455.0,1
2,132.0,1721,1,1721,bus_1454,1721,1,-0.06394772473695619,1.0347145566850813,1.1,0.9,1758.0,1455.0,1
15,11.0,550,1,550,bus_5205,bus,5,-0.14608222833616413,1.0275643970040609,1.1,0.9,1849.0,-6287.0,1
15,11.0,550,1,550,bus_5205,550,5,-0.14608222833616413,1.0275643970040609,1.1,0.9,1849.0,-6287.0,1
2,500.0,341,1,341,starbus_xf_1121_1123_1634_6,bus,1,-0.07890111916819356,1.0065009245403722,1.1,0.9,725.0,112.0,1
2,500.0,341,1,341,starbus_xf_1121_1123_1634_6,341,1,-0.07890111916819356,1.0065009245403722,1.1,0.9,725.0,112.0,1
4,33.0,664,1,664,bus_1537,bus,1,-0.09567838168795907,1.083924832986157,1.1,0.9,915.0,-2259.0,1
4,33.0,664,1,664,bus_1537,664,1,-0.09567838168795907,1.083924832986157,1.1,0.9,915.0,-2259.0,1
8,33.0,912,1,912,bus_3070,bus,3,-0.3156871124779273,1.0476863577552626,1.1,0.9,-196.0,6159.0,1
8,33.0,912,1,912,bus_3070,912,3,-0.3156871124779273,1.0476863577552626,1.1,0.9,-196.0,6159.0,1
5,33.0,1748,1,1748,bus_1319,bus,1,-0.2156817728952656,1.034386311923214,1.1,0.9,624.0,-2357.0,1
5,33.0,1748,1,1748,bus_1319,1748,1,-0.2156817728952656,1.034386311923214,1.1,0.9,624.0,-2357.0,1
5,33.0,1966,1,1966,bus_2268,bus,2,0.048959761093281234,1.0402092872830264,1.1,0.9,10.0,-3687.0,1
5,33.0,1966,1,1966,bus_2268,1966,2,0.048959761093281234,1.0402092872830264,1.1,0.9,10.0,-3687.0,1
6,0.6899999999999998,1990,1,1990,bus_2011,bus,2,-0.14752719599124442,1.100000005402845,1.1,0.9,-3.0,-3934.0,1
6,0.6899999999999998,1990,1,1990,bus_2011,1990,2,-0.14752719599124442,1.100000005402845,1.1,0.9,-3.0,-3934.0,1
2,132.0,1598,1,1598,bus_1129,bus,1,-0.3565425581440695,1.0514190086505701,1.1,0.9,764.0,-346.0,1
2,132.0,1598,1,1598,bus_1129,1598,1,-0.3565425581440695,1.0514190086505701,1.1,0.9,764.0,-346.0,1
13,66.0,1685,1,1685,bus_4288,bus,4,0.9668886939009208,1.0232298915905247,1.1,0.9,-2148.0,-2427.0,1
13,66.0,1685,1,1685,bus_4288,1685,4,0.9668886939009208,1.0232298915905247,1.1,0.9,-2148.0,-2427.0,1
11,110.0,598,1,598,starbus_xf_3134_3135_3136_2,bus,3,-0.39228957203436915,1.0480074693224337,1.1,0.9,-549.0,2437.0,1
11,110.0,598,1,598,starbus_xf_3134_3135_3136_2,598,3,-0.39228957203436915,1.0480074693224337,1.1,0.9,-549.0,2437.0,1
4,11.0,1318,1,1318,bus_1067,bus,1,-0.03246653452398903,0.95234626069625,1.1,0.9,1761.0,-2378.0,1
4,11.0,1318,1,1318,bus_1067,1318,1,-0.03246653452398903,0.95234626069625,1.1,0.9,1761.0,-2378.0,1
2,132.0,14,1,14,bus_1234,bus,1,-0.3316535946862748,1.0366595591793213,1.1,0.9,33.0,394.0,1
2,132.0,14,1,14,bus_1234,14,1,-0.3316535946862748,1.0366595591793213,1.1,0.9,33.0,394.0,1
6,66.0,167,1,167,bus_2216,bus,2,-0.2477955487377175,1.011017430128594,1.1,0.9,91.0,-3833.0,1
6,66.0,167,1,167,bus_2216,167,2,-0.2477955487377175,1.011017430128594,1.1,0.9,91.0,-3833.0,1
11,13.8,613,1,613,bus_3429,bus,3,-0.17500111242680058,1.0453799341042391,1.1,0.9,-59.0,3661.0,1
11,13.8,613,1,613,bus_3429,613,3,-0.17500111242680058,1.0453799341042391,1.1,0.9,-59.0,3661.0,1
1,132.0,643,1,643,bus_1444,bus,1,-0.23945670065615668,1.0414293770050043,1.1,0.9,1814.0,1949.0,1
1,132.0,643,1,643,bus_1444,643,1,-0.23945670065615668,1.0414293770050043,1.1,0.9,1814.0,1949.0,1
13,66.0,1052,1,1052,starbus_xf_4038_4034_4033_3,bus,4,0.9836521070286459,0.973660898487323,1.1,0.9,-2634.0,-2675.0,1
13,66.0,1052,1,1052,starbus_xf_4038_4034_4033_3,1052,4,0.9836521070286459,0.973660898487323,1.1,0.9,-2634.0,-2675.0,1
13,11.0,1121,1,1121,bus_4422,bus,4,0.9103496214012685,0.9901901513211792,1.1,0.9,-2467.0,-2697.0,1
13,11.0,1121,1,1121,bus_4422,1121,4,0.9103496214012685,0.9901901513211792,1.1,0.9,-2467.0,-2697.0,1
1,132.0,1556,2,1556,bus_1335,bus,1,-0.12016339282513606,1.044039146623859,1.1,0.9,2031.0,2351.0,1
1,132.0,1556,2,1556,bus_1335,1556,1,-0.12016339282513606,1.044039146623859,1.1,0.9,2031.0,2351.0,1
12,11.0,96,1,96,bus_4402,bus,4,0.7467907299088412,1.0140752553994403,1.1,0.9,-3245.0,-1797.0,1
12,11.0,96,1,96,bus_4402,96,4,0.7467907299088412,1.0140752553994403,1.1,0.9,-3245.0,-1797.0,1
11,110.0,456,1,456,bus_3412,bus,3,-0.32999882394897945,1.051384631148032,1.1,0.9,172.0,2956.0,1
11,110.0,456,1,456,bus_3412,456,3,-0.32999882394897945,1.051384631148032,1.1,0.9,172.0,2956.0,1
4,330.0,510,1,510,bus_1106,bus,1,-0.09577389838038136,1.083756780573771,1.1,0.9,963.0,-2129.0,1
4,330.0,510,1,510,bus_1106,510,1,-0.09577389838038136,1.083756780573771,1.1,0.9,963.0,-2129.0,1
12,11.0,257,1,257,bus_4404,bus,4,0.7752838565366525,1.0090191581674721,1.1,0.9,-3241.0,-1776.0,1
12,11.0,257,1,257,bus_4404,257,4,0.7752838565366525,1.0090191581674721,1.1,0.9,-3241.0,-1776.0,1
7,10.5,1078,1,1078,bus_2032,bus,2,-0.30002978327695284,0.9695676818519525,1.1,0.9,1337.0,-4214.0,1
7,10.5,1078,1,1078,bus_2032,1078,2,-0.30002978327695284,0.9695676818519525,1.1,0.9,1337.0,-4214.0,1
9,66.0,1922,1,1922,bus_3022,bus,3,-0.2361732275849481,1.0967510317038636,1.1,0.9,-885.0,4213.0,1
9,66.0,1922,1,1922,bus_3022,1922,3,-0.2361732275849481,1.0967510317038636,1.1,0.9,-885.0,4213.0,1
11,11.0,19,1,19,bus_3327,bus,3,-0.43001002333389304,1.0087045560006753,1.1,0.9,-844.0,2103.0,1
11,11.0,19,1,19,bus_3327,19,3,-0.43001002333389304,1.0087045560006753,1.1,0.9,-844.0,2103.0,1
5,330.0,1754,1,1754,bus_2195,bus,2,-0.10255959688272454,1.0472345426591838,1.1,0.9,1013.0,-1994.0,1
5,330.0,1754,1,1754,bus_2195,1754,2,-0.10255959688272454,1.0472345426591838,1.1,0.9,1013.0,-1994.0,1
6,500.0,2013,1,2013,bus_txf_WNV MEL Option 1 VNI West,bus,2,0.0,1.0,1.1,0.9,NaN,NaN,1
6,500.0,2013,1,2013,bus_txf_WNV MEL Option 1 VNI West,2013,2,0.0,1.0,1.1,0.9,NaN,NaN,1
14,66.0,673,1,673,bus_4305,bus,4,0.9695111554918588,1.041995795982672,1.1,0.9,-1601.0,-3380.0,1
14,66.0,673,1,673,bus_4305,673,4,0.9695111554918588,1.041995795982672,1.1,0.9,-1601.0,-3380.0,1
11,110.0,1502,1,1502,bus_3324,bus,3,-0.33194109574776665,1.049288308891645,1.1,0.9,-781.0,2170.0,1
11,110.0,1502,1,1502,bus_3324,1502,3,-0.33194109574776665,1.049288308891645,1.1,0.9,-781.0,2170.0,1
13,11.0,925,1,925,bus_4495,bus,4,0.43861459764359356,0.905315364637092,1.1,0.9,-2187.0,-796.0,1
13,11.0,925,1,925,bus_4495,925,4,0.43861459764359356,0.905315364637092,1.1,0.9,-2187.0,-796.0,1
5,220.0,1824,1,1824,starbus_xf_2162_2271_2315_5,bus,2,-0.04392113263600742,1.1000000105201975,1.1,0.9,237.0,-2547.0,1
5,220.0,1824,1,1824,starbus_xf_2162_2271_2315_5,1824,2,-0.04392113263600742,1.1000000105201975,1.1,0.9,237.0,-2547.0,1
11,330.0,1785,1,1785,bus_3648,bus,3,0.04842815180932194,1.0807642046022945,1.1,0.9,1003.0,3236.0,1
11,330.0,1785,1,1785,bus_3648,1785,3,0.04842815180932194,1.0807642046022945,1.1,0.9,1003.0,3236.0,1
2,33.0,197,1,197,bus_1571,bus,1,-0.2506840555990891,1.0815484242312647,1.1,0.9,592.0,-338.0,1
2,33.0,197,1,197,bus_1571,197,1,-0.2506840555990891,1.0815484242312647,1.1,0.9,592.0,-338.0,1
6,22.0,1545,1,1545,bus_2321,bus,2,-0.47266379776521755,1.0708279513393728,1.1,0.9,880.0,-3719.0,1
6,22.0,1545,1,1545,bus_2321,1545,2,-0.47266379776521755,1.0708279513393728,1.1,0.9,880.0,-3719.0,1
15,11.0,401,1,401,bus_5210,bus,5,-0.12953013370048436,1.0205207962256524,1.1,0.9,1512.0,-6485.0,1
15,11.0,401,1,401,bus_5210,401,5,-0.12953013370048436,1.0205207962256524,1.1,0.9,1512.0,-6485.0,1
14,11.0,1804,1,1804,bus_4443,bus,4,0.938794949087011,1.0070137111258584,1.1,0.9,-2318.0,-3521.0,1
14,11.0,1804,1,1804,bus_4443,1804,4,0.938794949087011,1.0070137111258584,1.1,0.9,-2318.0,-3521.0,1
4,66.0,276,1,276,bus_1588,bus,1,-0.0711178249443202,1.0992083481874448,1.1,0.9,1210.0,-2379.0,1
4,66.0,276,1,276,bus_1588,276,1,-0.0711178249443202,1.0992083481874448,1.1,0.9,1210.0,-2379.0,1
8,132.0,778,1,778,bus_3199,bus,3,-0.3542003064418222,1.0283402277843294,1.1,0.9,-461.0,6663.0,1
8,132.0,778,1,778,bus_3199,778,3,-0.3542003064418222,1.0283402277843294,1.1,0.9,-461.0,6663.0,1
13,66.0,1973,1,1973,bus_4241,bus,4,0.9861696958093464,1.0250177376913059,1.1,0.9,-2313.0,-2476.0,1
13,66.0,1973,1,1973,bus_4241,1973,4,0.9861696958093464,1.0250177376913059,1.1,0.9,-2313.0,-2476.0,1
11,132.0,21,1,21,bus_1304,bus,1,-0.6076111973944772,1.073001075665729,1.1,0.9,1548.0,1424.0,1
11,132.0,21,1,21,bus_1304,21,1,-0.6076111973944772,1.073001075665729,1.1,0.9,1548.0,1424.0,1
2,66.0,83,1,83,bus_1625,bus,1,-0.2373545180876546,1.040602000169125,1.1,0.9,329.0,-115.0,1
2,66.0,83,1,83,bus_1625,83,1,-0.2373545180876546,1.040602000169125,1.1,0.9,329.0,-115.0,1
2,132.0,244,1,244,bus_1254,bus,1,-0.33867273538118425,1.04364950471473,1.1,0.9,673.0,-588.0,1
