number,name,base_voltage,angle,magnitude,area,x,y,cluster,area_code,sub_region
10002,starbus_xf_1092_1093_1525_1,500.0,0.0,1.0,1,703,257,2,2,CNSW
57,bus_1059,11.5,0.463481677858236,1.01502,1,2213,-1829,1,4,SNSW
165,bus_1172,132.0,0.3649062611027728,1.046582155804884,1,1175,-2112,1,4,SNSW
10024,starbus_xf_1428_1501_1540_2,132.0,0.0,1.0,1,156,-160,2,2,CNSW
200,bus_1207,132.0,-0.154343064938677,1.046546565943881,1,1327,1555,0,1,NNSW
641,bus_1656,33.0,-0.3396092501633703,1.0073643683704692,1,-607,496,2,2,CNSW
428,bus_1436,33.0,-0.1268373779349466,0.9948490208470722,1,-674,-304,2,2,CNSW
583,bus_1595,66.0,0.1297812326426924,1.0282594504516045,1,2865,2748,0,1,NNSW
61,bus_1066,330.0,-0.1983734959094895,1.027,1,679,322,2,2,CNSW
247,bus_1254,132.0,-0.2782683572132307,1.030112326633225,1,673,-588,2,2,CNSW
385,bus_1393,132.0,-0.3332450874482583,1.0460787631281212,1,580,-475,2,2,CNSW
611,bus_1623,66.0,0.0389125672212666,1.065935879196778,1,1924,1854,0,1,NNSW
56,bus_1058,21.0,0.0663180515531411,0.98801,1,1202,-890,3,3,SNW
528,bus_1539,11.0,-0.1731501211182989,1.027205639581501,1,71,-177,2,2,CNSW
438,bus_1446,132.0,-0.3070299516916742,1.0343276375847523,1,870,910,2,2,CNSW
106,bus_1111,330.0,-0.2051721617431903,1.036875728215395,1,228,214,2,2,CNSW
489,bus_1498,66.0,0.187964579639932,1.0126033666070855,1,-1114,1955,0,1,NNSW
576,bus_1588,66.0,0.3962696408101037,1.0414879338390448,1,1210,-2379,1,4,SNSW
584,bus_1596,66.0,0.1261568854061972,1.0216717216856033,1,2982,2814,0,1,NNSW
287,bus_1294,132.0,0.1328623877678832,1.014283279184269,1,2122,-1315,1,4,SNSW
474,bus_1483,132.0,-0.2120549725617758,1.01963583316007,1,927,178,3,3,SNW
356,bus_1364,132.0,-0.1954859260751942,1.052186434150731,1,985,1738,0,1,NNSW
215,bus_1222,220.0,0.3805980379464196,1.0293992094601976,1,559,-2881,1,5,WNV
424,bus_1432,132.0,-0.1477642839732575,1.0349781850908546,1,403,-107,2,2,CNSW
154,bus_1161,33.0,0.0088787627672556,0.9662250489235306,1,821,-196,2,2,CNSW
49,bus_1051,15.0,-0.1127531529042897,1.0244362425658606,1,776,532,2,2,CNSW
5,bus_1004,23.0,0.0856152104582468,0.999,1,687,561,2,2,CNSW
196,bus_1203,132.0,-0.1718736968812261,1.044977491001384,1,786,1440,0,1,NNSW
201,bus_1208,132.0,0.2011079989177402,1.043067098655384,1,2398,-1573,1,4,SNSW
311,bus_1318,33.0,0.2630645796743199,1.0152424823007884,1,671,-2297,1,5,WNV
315,bus_1322,132.0,0.091603156417244,1.0097033577870758,1,1778,1737,0,1,NNSW
366,bus_1374,132.0,-0.3288106786732566,1.0438895100287842,1,467,-265,2,2,CNSW
71,bus_1076,12.5,0.3534264235935854,0.9718826269399232,1,1462,-1510,1,4,SNSW
614,bus_1626,66.0,-0.1477474648548031,1.0006856153596175,1,355,-490,2,2,CNSW
266,bus_1273,132.0,0.1134961706540473,1.0509188939258918,1,2120,2328,0,1,NNSW
6,bus_1005,23.0,0.0808251677075214,1.00251,1,662,546,2,2,CNSW
441,bus_1450,132.0,0.1426049791231678,1.0233490678136017,1,2287,-1477,1,4,SNSW
10013,starbus_xf_1121_1123_1634_6,500.0,0.0,1.0,1,715,112,2,2,CNSW
98,bus_1103,330.0,0.2042102737783053,1.0124518368931967,1,1446,-1310,1,4,SNSW
473,bus_1482,66.0,0.3873192713762857,1.029174137805738,1,860,-1643,1,4,SNSW
174,bus_1181,33.0,0.1079764680896596,0.99781,1,1020,-850,1,4,SNSW
607,bus_1619,11.0,0.186809408014831,1.0617439408388654,1,2832,2870,0,1,NNSW
337,bus_1344,132.0,-0.3229570114810518,1.0512621448945136,1,1490,-430,3,3,SNW
10009,starbus_xf_1106_1167_1537_4,330.0,0.0,1.0,1,963,-2129,1,4,SNSW
97,bus_1102,330.0,0.1476631898969099,1.0217327030733752,1,1404,-1052,1,4,SNSW
148,bus_1155,330.0,-0.0351680537766052,1.0284116779724406,1,368,-101,2,2,CNSW
193,bus_1200,132.0,-0.0764748584987512,1.076083939105193,1,528,-55,2,2,CNSW
508,bus_1519,11.0,-0.1566589357482812,1.0566940544985464,1,-62,-589,2,2,CNSW
629,bus_1642,33.0,0.3762124916267663,1.0590800372762623,1,1409,2464,0,1,NNSW
116,bus_1121,500.0,0.0212669416988026,1.0552983174432635,1,715,112,2,2,CNSW
455,bus_1464,132.0,-0.1630097220348778,1.0473961636197098,1,1318,1531,0,1,NNSW
29,bus_1029,16.0,-6.887524376702763e-05,1.0226182481800343,1,1319,-847,1,4,SNSW
367,bus_1375,132.0,-0.1358144487545169,1.0232274149931138,1,112,-493,2,2,CNSW
515,bus_1526,33.0,-0.1395353500383727,1.0440921782497927,1,695,159,2,2,CNSW
497,bus_1507,66.0,0.2617136451172601,1.0245259455094715,1,814,-2288,1,4,SNSW
504,bus_1515,11.0,-0.0776637752995306,1.0710368295255164,1,582,-50,2,2,CNSW
10023,starbus_xf_1428_1501_1539_1,132.0,0.0,1.0,1,156,-160,2,2,CNSW
10007,starbus_xf_1099_1100_1533_9,500.0,0.0,1.0,1,825,368,2,2,CNSW
10029,starbus_xf_1616_1027_1618_1,66.0,0.0,1.0,1,2815,2889,0,1,NNSW
615,bus_1627,132.0,-0.2759198081545948,1.0274557959597728,1,-334,403,2,2,CNSW
570,bus_1582,22.0,0.2250056210145077,1.02379,1,2380,1969,0,1,NNSW
44,bus_1045,23.0,-0.0178246945467818,1.0269357353109256,1,505,30,2,2,CNSW
189,bus_1196,132.0,-0.1514671641372512,1.054876457159596,1,582,839,2,2,CNSW
429,bus_1437,132.0,-0.1749105274471666,0.9927371227350636,1,-579,-293,2,2,CNSW
94,bus_1099,500.0,0.12139945467513,1.0555223434888397,1,825,368,2,2,CNSW
73,bus_1078,12.5,0.4073132843577202,1.00307,1,1459,-1470,1,4,SNSW
82,bus_1087,11.0,-0.3396092501633703,1.053153657841849,1,-707,529,2,2,CNSW
79,bus_1084,11.0,-0.2397370849112549,1.04459,1,-696,490,2,2,CNSW
507,bus_1518,11.0,-0.4855291454429517,0.9839575640532764,1,400,-304,2,2,CNSW
427,bus_1435,132.0,-0.1813676763894436,0.9955049805691816,1,-444,-283,2,2,CNSW
572,bus_1584,66.0,0.1853560945991928,1.007188782357549,1,2131,2306,0,1,NNSW
8,bus_1007,22.0,0.3659719605012904,1.029636867007994,1,260,-3033,1,5,WNV
64,bus_1069,15.75,0.62525403250199,1.06298,1,794,-2014,1,4,SNSW
91,bus_1096,330.0,-0.0752034227451595,1.0258919100438,1,832,-468,2,2,CNSW
498,bus_1508,66.0,-0.1137620405987355,1.002395327713245,1,373,-902,1,4,SNSW
22,bus_1021,33.0,0.3042773557004815,0.9985824609075477,1,2749,-1684,1,4,SNSW
324,bus_1331,132.0,0.1734910027952905,1.0360408992512666,1,2000,2110,0,1,NNSW
490,bus_1499,11.0,-0.4452166576441907,1.037815755554562,1,664,-701,1,4,SNSW
506,bus_1517,66.0,0.192991733836867,1.0424746515345518,1,894,-1382,1,4,SNSW
72,bus_1077,12.5,0.3563801775992223,1.017138359155176,1,1438,-1461,1,4,SNSW
472,bus_1481,132.0,0.4040228896529547,1.0493989935322592,1,894,-1579,1,4,SNSW
524,bus_1535,66.0,0.1083336056681213,1.0360717978119516,1,2018,2379,0,1,NNSW
145,bus_1152,330.0,-0.0299396140916402,1.0367940432829892,1,679,-116,2,2,CNSW
36,bus_1037,22.0,0.2477677268760929,0.97558,1,1227,1192,2,2,CNSW
353,bus_1361,132.0,0.1427075242586195,1.0230605090969984,1,2186,-1475,1,4,SNSW
232,bus_1239,132.0,-0.165895749499701,1.0485742073906448,1,380,1278,0,1,NNSW
54,bus_1056,11.0,0.2821984596023293,1.0153875285431972,1,989,-1806,1,4,SNSW
101,bus_1106,330.0,0.3635508257116381,1.0688982286764923,1,963,-2129,1,4,SNSW
630,bus_1645,66.0,0.371659383667832,1.0457862225542558,1,861,-1721,1,4,SNSW
88,bus_1093,330.0,-0.1553258095899062,1.0448957447412697,1,703,45,2,2,CNSW
77,bus_1082,23.0,0.0217243699653392,1.00955,1,809,725,2,2,CNSW
449,bus_1458,132.0,-0.2520242353179689,1.0241566966026543,1,82,758,2,2,CNSW
387,bus_1395,132.0,0.3197328245405221,1.028111922079996,1,951,-2174,1,4,SNSW
620,bus_1632,11.0,0.1010296029077069,1.0357889011266816,1,2114,2269,0,1,NNSW
450,bus_1459,132.0,-0.0984320451226941,1.014754016544965,1,1135,-792,3,3,SNW
10022,starbus_xf_1296_1504_1506_1,132.0,0.0,1.0,1,629,-1107,1,4,SNSW
586,bus_1598,66.0,0.1331029079806806,1.0318384685139366,1,2909,2742,0,1,NNSW
635,bus_1650,33.0,0.3125149771876122,1.0586265859116335,1,911,-2041,1,4,SNSW
43,bus_1044,23.0,0.1008976173713793,0.99894,1,551,47,2,2,CNSW
602,bus_1614,33.0,0.1802423377412904,1.0063033731049589,1,2581,-1815,1,4,SNSW
522,bus_1533,33.0,0.1169623140828719,1.0391055552600832,1,885,495,2,2,CNSW
12,bus_1011,330.0,0.2605495314966033,1.0605,1,1491,2184,0,1,NNSW
192,bus_1199,132.0,0.4192284899462899,1.053493328624043,1,944,-1807,1,4,SNSW
552,bus_1563,33.0,-0.1703782397141242,1.0442253229940843,1,1432,1715,0,1,NNSW
357,bus_1365,132.0,0.1933144749971538,1.0402902648569627,1,816,-1464,1,4,SNSW
426,bus_1434,66.0,-0.1477898662991416,1.0007516510241468,1,468,-410,2,2,CNSW
539,bus_1550,66.0,-0.0858631611684194,1.0499850616010789,1,322,-48,2,2,CNSW
610,bus_1622,66.0,0.0712872536258445,1.0144000389983332,1,2287,2279,0,1,NNSW
179,bus_1186,132.0,-0.2864998508707287,1.0343018150577576,1,567,-53,2,2,CNSW
239,bus_1246,132.0,-0.3377076187247083,1.045877786552941,1,459,-475,2,2,CNSW
488,bus_1497,132.0,0.3532068774163817,1.0650080243646038,1,889,-1977,1,4,SNSW
525,bus_1536,33.0,0.3635508136917209,1.0688984331974718,1,902,-2246,1,4,SNSW
458,bus_1467,132.0,-0.249979714726686,1.035931190742759,1,430,146,2,2,CNSW
45,bus_1047,17.5,-0.1121689435160219,0.989968319942511,1,792,555,2,2,CNSW
436,bus_1444,132.0,-0.048987282417937,1.004954455463716,1,1814,1949,0,1,NNSW
527,bus_1538,66.0,-0.2281662928567571,0.9671337198179258,1,880,-123,3,3,SNW
440,bus_1449,132.0,0.1282310992452963,1.014217690469269,1,1861,-1281,1,4,SNSW
547,bus_1558,11.0,-0.3974112124164248,0.98746343512484,1,76,981,2,2,CNSW
392,bus_1400,132.0,-0.1346871592413491,1.030713336022082,1,194,-324,2,2,CNSW
624,bus_1636,11.0,-0.2971580266385947,0.99900427885172,1,1,805,2,2,CNSW
10001,starbus_xf_1090_1091_1523_9,500.0,0.0,1.0,1,714,507,2,2,CNSW
50,bus_1052,15.0,-0.1127270748608696,1.0244466402973187,1,771,602,2,2,CNSW
526,bus_1537,33.0,0.3635493945090307,1.0689221962244269,1,915,-2259,1,4,SNSW
63,bus_1068,11.0,0.3972742429143595,1.04149,1,1188,-2387,1,4,SNSW
92,bus_1097,500.0,0.0135151027137101,1.0476213533300094,1,789,-107,2,2,CNSW
10010,starbus_xf_1118_1038_1039_1,330.0,0.0,1.0,1,1300,-1557,1,4,SNSW
573,bus_1585,33.0,-0.2903265089470618,1.0053046156105172,1,107,881,2,2,CNSW
516,bus_1527,66.0,0.2032826817404322,1.044202846042891,1,1873,2274,0,1,NNSW
286,bus_1293,132.0,0.1935311456954474,1.0411074268670295,1,2279,-1561,1,4,SNSW
459,bus_1468,132.0,-0.2809718962581682,1.0229229621777356,1,118,641,2,2,CNSW
465,bus_1474,132.0,0.1757002914012146,1.0257339491348954,1,2182,2350,0,1,NNSW
308,bus_1315,132.0,0.2142380608105049,1.0483732074499053,1,695,-1458,1,4,SNSW
110,bus_1115,330.0,0.115550290257941,1.0321576277803532,1,1161,1128,2,2,CNSW
606,bus_1618,11.0,0.1753401803371669,1.0520874491568473,1,2796,2885,0,1,NNSW
231,bus_1238,132.0,0.4502341889425274,1.012614550917709,1,1931,-1833,1,4,SNSW
384,bus_1392,132.0,0.0630225423826181,1.0396008764685962,1,2133,2144,0,1,NNSW
233,bus_1240,132.0,-0.2656109997321349,1.0262378425565954,1,374,-435,2,2,CNSW
130,bus_1137,132.0,0.1844091353205345,1.0431480182213402,1,2600,-1798,1,4,SNSW
579,bus_1591,66.0,0.1062735934970648,1.039361395814962,1,2140,2475,0,1,NNSW
108,bus_1113,330.0,0.3848836680891906,1.041741295716282,1,1263,-2064,1,4,SNSW
46,bus_1048,22.0,0.2359281217562449,1.0024784261968391,1,733,-1490,1,4,SNSW
532,bus_1543,11.0,-0.2406067599587351,1.0295308009336817,1,198,980,2,2,CNSW
444,bus_1453,132.0,-0.1728102788953001,1.0488745443039174,1,952,1463,0,1,NNSW
151,bus_1158,330.0,0.1686425666016456,1.0153189531149125,1,1136,-1159,1,4,SNSW
147,bus_1154,330.0,0.1867269798644572,1.0067568315654,1,1751,-1387,1,4,SNSW
454,bus_1463,132.0,-0.1461158136167563,1.0415666191329191,1,703,849,2,2,CNSW
342,bus_1349,132.0,-0.3229175297870224,1.0511007983904266,1,1492,-482,3,3,SNW
180,bus_1187,132.0,-0.2809844159412846,1.0230002811853522,1,37,680,2,2,CNSW
135,bus_1142,330.0,0.3762124916267669,1.0590800372762637,1,1349,2391,0,1,NNSW
48,bus_1050,15.0,-0.1128347377205962,1.02435291825526,1,788,582,2,2,CNSW
592,bus_1604,132.0,-0.3231389371409313,1.0511528260054763,1,1498,-532,3,3,SNW
408,bus_1416,132.0,0.059676832263641,1.044407400960956,1,1700,1483,2,2,CNSW
334,bus_1341,132.0,-0.3088015094429503,1.029040492748484,1,294,913,2,2,CNSW
2,bus_1001,0.55,-0.1566882575852743,1.0568506101320916,1,-268,-685,2,2,CNSW
183,bus_1190,132.0,-0.2781504861352073,1.0442400764898745,1,529,439,2,2,CNSW
51,bus_1053,0.55,0.1216725263221229,1.041285937737206,1,1057,-928,1,4,SNSW
141,bus_1148,330.0,0.3510234318076331,1.0189536952058418,1,1369,-1490,1,4,SNSW
340,bus_1347,132.0,0.171813713860002,1.007602287681378,1,2504,2612,0,1,NNSW
278,bus_1285,132.0,0.1672962713123678,1.007184707162075,1,2296,2442,0,1,NNSW
10020,starbus_xf_1273_1572_1573_2,132.0,0.0,1.0,1,2120,2328,0,1,NNSW
218,bus_1225,132.0,0.2795362027356757,1.051543035503309,1,2666,-1661,1,4,SNSW
612,bus_1624,11.0,-0.3927067538546345,0.9974164126990372,1,-566,379,2,2,CNSW
237,bus_1244,132.0,-0.3387754179691349,1.0459112514508628,1,482,-493,2,2,CNSW
37,bus_1038,15.4,0.5136960201068004,0.97897,1,1364,-1619,1,4,SNSW
10021,starbus_xf_1296_1504_1505_2,132.0,0.0,1.0,1,629,-1107,1,4,SNSW
600,bus_1612,11.0,0.0630225423826182,1.0267662977467609,1,2233,2144,0,1,NNSW
7,bus_1006,11.0,0.0138524572809799,1.0207790301336637,1,762,864,2,2,CNSW
10012,starbus_xf_1118_1042_1043_3,330.0,0.0,1.0,1,1300,-1557,1,4,SNSW
194,bus_1201,132.0,-0.1192264197746995,1.049605311312625,1,1053,1146,2,2,CNSW
140,bus_1147,330.0,-0.1667603615386582,1.0222163923105,1,519,545,2,2,CNSW
369,bus_1377,132.0,-0.156939401216403,1.0256498429380363,1,-466,-304,2,2,CNSW
211,bus_1218,110.0,0.2302141998181641,1.03756,1,-52,1424,0,1,NNSW
118,bus_1124,330.0,-0.1121689435160206,1.0248202446432104,1,697,535,2,2,CNSW
513,bus_1524,33.0,-0.2196445469610361,1.0760827356218572,1,-46,1448,0,1,NNSW
425,bus_1433,132.0,-0.1225943560222782,1.0080060671291804,1,263,-555,2,2,CNSW
546,bus_1557,11.0,-0.2698933468973508,1.0220030298603473,1,844,1491,0,1,NNSW
301,bus_1308,132.0,0.3267103972246135,1.0319818262741114,1,863,-2112,1,4,SNSW
18,bus_1017,23.0,0.2166032395233266,1.01122,1,1001,674,2,2,CNSW
78,bus_1083,66.0,0.3107008231603632,1.02542788041576,1,989,-1679,1,4,SNSW
10011,starbus_xf_1118_1040_1041_2,330.0,0.0,1.0,1,1300,-1557,1,4,SNSW
74,bus_1079,12.5,0.4096673413812565,1.01275,1,1451,-1534,1,4,SNSW
33,bus_1033,11.0,0.2596191395054379,0.9282436337437064,1,960,-1530,1,4,SNSW
52,bus_1054,22.0,0.404314331621929,1.0265702099148346,1,320,-3090,1,5,WNV
121,bus_1127,132.0,-0.3397091280616912,1.0457788243688528,1,433,-576,2,2,CNSW
395,bus_1403,132.0,-0.251940780752661,1.0368139052806613,1,287,140,2,2,CNSW
58,bus_1060,11.5,0.5623708378307022,0.94492,1,2211,-1861,1,4,SNSW
166,bus_1173,132.0,0.1721506864091991,1.00407,1,2300,2524,0,1,NNSW
640,bus_1655,33.0,-0.3344254170011229,1.009531106902081,1,-601,473,2,2,CNSW
10003,starbus_xf_1092_1093_1526_2,500.0,0.0,1.0,1,703,257,2,2,CNSW
280,bus_1287,132.0,-0.1613848370365026,1.0375793290551727,1,641,962,2,2,CNSW
99,bus_1104,330.0,0.1938096456025198,1.0696118248711035,1,1748,2235,0,1,NNSW
437,bus_1445,132.0,-0.3112818693053847,1.0345247327674325,1,808,963,2,2,CNSW
285,bus_1292,132.0,0.3436581575493755,1.0794993607379386,1,863,-2165,1,4,SNSW
406,bus_1414,132.0,0.2457837580204045,1.025021337171352,1,867,-1501,1,4,SNSW
84,bus_1089,11.5,0.093300366973084,1.0815836494771112,1,1860,1245,2,2,CNSW
325,bus_1332,132.0,-0.0913266286864432,1.0590709299302552,1,639,19,2,2,CNSW
104,bus_1109,330.0,0.4465474655678393,1.0531521422773409,1,1063,2437,0,1,NNSW
267,bus_1274,132.0,0.2483929092255325,1.0321918594066757,1,925,-1481,1,4,SNSW
185,bus_1192,132.0,0.1419287900667086,1.0283391919849387,1,1626,1705,0,1,NNSW
410,bus_1418,132.0,-0.1702676930565237,1.0118513004612697,1,-396,-263,2,2,CNSW
626,bus_1638,66.0,-0.1940691858145315,1.0585930824822607,1,1531,1700,0,1,NNSW
349,bus_1357,66.0,0.1888590694391916,1.0141415357989323,1,-1074,1989,0,1,NNSW
191,bus_1198,132.0,-0.2704892109423151,1.0375730896435036,1,528,664,2,2,CNSW
304,bus_1311,132.0,0.3296754339831916,1.0130734023743,1,968,-1737,1,4,SNSW
580,bus_1592,33.0,-0.2585621409787991,1.0331225812225149,1,926,1474,0,1,NNSW
420,bus_1428,132.0,-0.1531112640943739,1.0300343287076326,1,156,-160,2,2,CNSW
16,bus_1015,0.6899999999999998,0.1794467523817547,1.0018381174899345,1,2802,2320,0,1,NNSW
40,bus_1041,15.4,0.5180541957909968,0.98186,1,1354,-1585,1,4,SNSW
128,bus_1134,330.0,-0.2364907832145593,1.0414933852248218,1,406,416,2,2,CNSW
571,bus_1583,66.0,0.3133366807083179,1.0311466422483186,1,822,-2180,1,4,SNSW
138,bus_1145,330.0,0.1807537388238854,1.0544860414788229,1,1363,1597,2,2,CNSW
41,bus_1042,15.4,0.515085954020619,0.98377,1,1307,-1628,1,4,SNSW
65,bus_1070,15.75,0.6285221178024156,1.0576,1,848,-2033,1,4,SNSW
447,bus_1456,132.0,0.0136278282666712,1.0129434485409985,1,1663,1434,2,2,CNSW
619,bus_1631,11.0,0.0588335123789447,1.01854219856075,1,2122,2243,0,1,NNSW
505,bus_1516,11.0,-0.076474858498753,1.070996996847602,1,467,-53,2,2,CNSW
326,bus_1333,132.0,-0.1443579820975615,1.0528726801796289,1,735,61,2,2,CNSW
543,bus_1554,66.0,0.1652095620857265,1.0130665024515986,1,2279,1953,0,1,NNSW
289,bus_1296,132.0,0.0729790510757059,1.027526367358434,1,629,-1107,1,4,SNSW
250,bus_1257,132.0,-0.1632643366064907,1.051896071700933,1,731,1347,0,1,NNSW
59,bus_1061,132.0,0.3260776256451154,1.0134422166415875,1,970,-1623,1,4,SNSW
184,bus_1191,132.0,-0.2745930892566719,1.0436910880563068,1,313,384,2,2,CNSW
415,bus_1423,132.0,0.0716256477981216,1.0299626682241394,1,1832,1817,0,1,NNSW
293,bus_1300,132.0,-0.0867182964893992,1.02434792616704,1,1103,-805,3,3,SNW
514,bus_1525,33.0,-0.1504876468520044,0.981342633961552,1,713,160,2,2,CNSW
350,bus_1358,132.0,0.1704872026761071,1.0228208966768613,1,2877,2867,0,1,NNSW
252,bus_1259,132.0,-0.2635185693582972,1.022223159274409,1,-164,-511,2,2,CNSW
127,bus_1133,330.0,-0.1769336414928621,1.0298510962601373,1,824,420,2,2,CNSW
633,bus_1648,66.0,0.0937907360966197,1.029459614170877,1,2236,2578,0,1,NNSW
177,bus_1184,132.0,-0.2176554064521761,1.019095661508403,1,966,371,3,3,SNW
254,bus_1261,132.0,-0.308551774405081,1.0303493024148735,1,323,829,2,2,CNSW
242,bus_1249,132.0,0.3531202499116384,1.0411175489529532,1,1098,-2068,1,4,SNSW
396,bus_1404,132.0,-0.222700499241416,1.0158392063249742,1,1160,345,3,3,SNW
260,bus_1267,132.0,0.3435045060557412,1.0159627572267975,1,1034,-1680,1,4,SNSW
495,bus_1505,11.0,0.0615753125671267,1.0316426307550872,1,574,-1161,1,4,SNSW
35,bus_1036,22.0,0.2466197004057428,0.93205,1,1257,1143,2,2,CNSW
131,bus_1138,330.0,-0.2178932285910546,1.0399968300576956,1,597,315,2,2,CNSW
494,bus_1504,66.0,0.0603310669916109,1.031849232253672,1,593,-1175,1,4,SNSW
556,bus_1568,66.0,-0.1793514035526865,1.061479973635079,1,3,-187,2,2,CNSW
10019,starbus_xf_1273_1572_1573_1,132.0,0.0,1.0,1,2120,2328,0,1,NNSW
139,bus_1146,330.0,-0.1067654331706194,1.0047895627659134,1,1058,1182,2,2,CNSW
549,bus_1560,66.0,-0.1021238618243235,1.0379081420829392,1,473,-20,2,2,CNSW
27,bus_1026,132.0,0.1550252020553975,1.0485275537482068,1,1948,2390,0,1,NNSW
503,bus_1513,66.0,-0.1310765565971445,1.0571853819271804,1,710,62,2,2,CNSW
10005,starbus_xf_1097_1098_1162_1,500.0,0.0,1.0,1,789,-107,2,2,CNSW
422,bus_1430,132.0,-0.2229369007798718,1.0343219627633682,1,243,911,2,2,CNSW
